"Tweets","Sentiments"
"BREAKING NEWS Both the GOP and Dems agree that there was a spy embedded in the campaign Her name is",1
"Think twice about in the home recorded and shared a couples conversation ",2
"Connect a microphone to the internet and what do you get  ",0
"Ways to Improve Your With by  ",2
"All folksRegister for this session of by ks and learn how to integrate with",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Finally Spam delivering IoT devices said no one ever

",2
" Unforgivable Another reason not to allow access to your contacts lists",2
"How an Alexa speaker recorded and shared a private conversation  ",2
"My Alexa is set to EDM music when I wake up Wake up like TF LOLedUAUBDedUBUC",2
"Also on  on  on  Rev Helen Hall on exorcisms in",0
"Yes Alexa is recording mundane details of your life and its creepy as hell  ",1
"After playing I kind of think we should all say Please and Thanks to our  dev",2
"Is this supposed to make the users feel betterWhy is recording users to begin with",0
"Amazons Alexa recorded private conversation and sent it to random contact edUAUBDedUBUAedUAUBDedUBUB

 ",2
"Amazons Alexa recorded private conversation and sent it to random contact edUAUBDedUBUAedUAUBDedUBUB

",2
"Flash Briefings What Need to Know",0
"All folksRegister for this session of by ks and learn how to integrate with",2
"and I go round and round trying to get her to play songs by  won But its in my library Never heard of it",2
"Alexa Flash Briefings What marketers need to know amp why now is the time to tap into the platform",0
"explains how recorded a private conversation and sent it to another user",0
"Amazon Echo Recorded And Sent Couples Conversation All Without Their Knowledge

",2
"NPRs new show Wait Wait Whos Listening Sponsored by Amazon Echo
 ",2
"Craigyboy is here with The Big Show",2
"Heres Funny Tricks Your Kids Will Love Infographic",2
"eavesdropping",1
"Alexa are you spying on me

",0
"Alexa are you spying on me

",0
"Anybody else accidentally call their dog Alexa when trying to give her a command or just me edUAUBEedUBUAedUAUBCedUBFUBBUDUUFEFedUAUBDedUBU",1
"Links summaries for this weeks posts",0
"Hannah asked to play music for reading and the theme for The Good The Bad The Ugly started playing at max",1
"I need shortcuts for and the velocity of speak should be at least twice as fast",0
"molloy Heres explanation for the eavesdropping scandal 




",1
"Apparently can hear everything Im saying
Do you think it heard me say FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",0
"Benutechs Title Toolbox Introduces Cutting Edge Technology Need a Property Profile Ask  htt",2
"Move over Allstate has an Abby",0
"An Amazon Echo user in Portland says her Echo had recorded a conversation with her husband without them knowing then",2
"An Amazon Echo user in Portland says her Echo had recorded a conversation with her husband without them knowing t",2
"second account w follow edUAUBDedUBUA",0
"Making lemonades out of tech lemons Could interactions with end up replacing social media engagement",0
"Amazon records and shares womans private conversation",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Voice commerce brought in billion last year That numbers expected to rise to over billion by Gui",0
"How an Alexa speaker recorded and shared a private conversation  ",2
"ANNOUNCEMENT The HR Happy Hour Show on Amazon Alexa   

",2
"theradio The Hour with Mike Rhodes  app amp 

Tweet 
Em",0
"
Happy day
I know  is a big deal to a lot of companies trying to figure out the",2
"I would like my money back on my I dont use it because I dont trust it Please PM me for my information",2
"Voice Privacy Is Something Not To take Lightly

 ",0
"was raised right  ",2
"What Are Some of The Challenges In Supporting 

As multiply so do the hubs that look to i",2
"The Hour with Mike Rhodes",0
"Simply pull the plug",0
"But the point of is that you only store data with my consent and that its necessary to the func",2
"And this is what our present not future looks like",2
"New blog post tomorrow on my smart home setup ",2
"Amazon Echo Recorded And Sent Couples Conversation All Without Their Knowledge ",2
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"The importance of a good edUAUBEedUBUAD

edUAUBDedUBU   ",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Apparently can hear everything Im saying
Do you think it heard me say FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",0
" Look An official  song edUAUBDedUBU
",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"DoIt How to Make a  edUAUBDedUBUA by installing Recessed Crown Molding with Indirect Lighting instructional Video",0
"
Happy day
I know  is a big deal to a lot of companies trying to figure out the",2
"I think all these iot idiotinternet of things devices are stupid because they CONSTANTLY reco",1
"Hell no 

Its just very interesting that the device appears to be set up specifically to secretly record c",1
"I figured it outthe yellow means that I had a message So thats how it works",2
"Making lemonades out of tech lemons Could interactions with end up replacing social media engagement",0
"Just a few weeks ago a conversation with my daughter

ME Ive stopped dancing naked every AM in f",2
"s records familys private conversation",0
"I asked Alexa to send a message to myself as a test It said it was sent but I have no idea where it was sent to",0
"Anyone who has an from in their house disconnect it and burn it STOP BEING STUPID",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"has competition",1
"has competition",1
"Whats crazy is that secretly recorded this by eavesdropping on",1
"UB Culture Club Do You Really Want To Hurt Me on UAUBUC edUAUBCedUBEUBCedUAUBDedUBUBBedUAUBCedUBEUedUAUBDedUBUBF s ",1
"An   setup ready to go Fun to work with our new",2
"How an Alexa speaker recorded and shared a private conversation  ",2
"UB Pete Wylie And Wah Hope I Wish Youd Believe Me on UAUBUC",2
"Advancing and",0
"How to become an Alexa developer A cheat sheet 

   

",1
"Advancing and",0
"Advancing and",0
"theradio at pm The Hour with Mike Rhodes  app amp 

Tweet",0
"has competition",1
"Advancing and",0
"It sure beats sending emails to yourself or writing stuff down check out Alexas new feature Remember This",2
"at pm The Hour with Mike Rhodes",0
"Oops gets beware",1
"Alexa catching an attitude edUAUBDedUBU  edUAUBDedUBU wtf is this",0
"The world has gone mad the neighbour is actually shouting at edUAUBEedUBUBUDUUFEFedUAUBDedUBUedUAUBDedUBUAedUAUBDedUBU",1
"UB ABC How to Be a Millionaire Bond St Mix on UAUBUC edUAUBCedUBEUBCedUAUBDedUBUBBedUAUBCedUBEUedUAUBDedUBUBF s ",0
"Think twice about in the home recorded and shared a couples conversation ",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"LuminousOne Never let that nosy Biotch into your home

edUAUBDedUBUBUFEFOf Course Smart Devices Wont Tell You
edUAUBDedUBUBUFEFOf Course FacebookedUAUBDedUBUUFEFYouTub",2
"A conversation with Alexa about Half Sick Of Shadows YouTube video ",1
"Amazon recording bug shows how little we actually know about our smart home gadgets",0
"The couple were chatting away and somehow their  device activated recorded the conversation and the",0
"Echo registered domains after malfunctioned ",0
"My husband is shouting at in the kitchen She is not listening to him",0
"send the fuck to the world 

",1
"Amazons Flash Briefings have passed the skill mark leading content providers from to and",2
"US Turn your idea into a with this free questionnaire at ",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Smarthome ",0
"from is a edUAUBCedUBUBAedUAUBCedUBUAedUAUBCedUBUBAedUAUBCedUBUAedUAUBCedUBUBAedUAUBCedUBUA For the v ",0
"Unplug your devices right now Youre being right now   
htt",2
"
Happy day
I know  is a big deal to a lot of companies trying to figure out the",2
"in a bid to be tech savvy are we letting these creeps to invade our privacy ",1
"s Recorded a Womans Private Conversation and Sent it to a Contact",2
"Duck Voice Privacy Is Something Not To take Lightly
 
 ",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"You can use Alexa Voice Assistant on Your Amazon Fire TV

Visit",2
"AI Is My Friend Purpose of Blog



 ",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"recording bug shows how little we actually know about our smart home gadgets",0
"I think the coolcreepy line has been crossed and its time to take a few steps back",0
"At least HAL didnt record random conversations and send them to random colleagues",0
"Is Judgement Day Coming Siri Cortana Shades of The Terminator Movies",0
"New blog post tomorrow on my smart home setup ",2
"Amazon Musics app adds handsfree listening courtesy of Alexa 
 ",2
"EP Apps amp Doodads  shutdown  Cinema ba",0
"Why I dont have this crap in my house",1
"Echo Records Couples Conversation Sends It To Contacts
",0
"theeeere it is Why I wont have one in my house  via",0
"like and  are almost as ubiquitous as Mobile devices But their Always li",2
"Woman says recorded conversations sent them to random contact via",2
"explains why recorded couples private conversation which sparked concerns  httpst",1
"spying scandal creates trust problem with customers ",1
"A Series of Unfortunate Events Amazon Explains How Eavesdropped and Shared a Conversation via",2
"explains how recorded a private conversation and sent it to another user",0
"press If Alexa has builtin cam the video could have been sent too edUAUBDedUBU  ",0
"AI going rogue Your Worst Alexa Nightmares Are Coming True
",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"HAL I know Ive made some very poor decisions recently but I can give you my complete assurance that my work will",2
"Records Couples Private Conversation Sends It To Random Contact",2
"I am not worried that is recording my conversations I am worried it will make all of the arguments I have with my cat public",1
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"Coverage from of following and 

",0
"Why dont you know how long Captain America was frozen The answer is but I needed you to settle this d",1
"And when you ask her favorite team edUAUBDedUBU

",2
"When you ask her favorite player edUAUBDedUBU
",2
"Shouldnt we be concerned of AI coming over in a big way in our lives and privacy and personal lives becoming a thi",1
"How to make sure your Amazon Echo doesnt send secret recordings FOX News St Louis KTVI",0
"We made to Saturday Perfect day for a good laughedUAUBDedUBUedUAUBEedUBUAedUAUBDedUBU
 
 https",2
"When you ask whos going to win the edUAUBDedUBU
",2
"From the other side of the country I can update the kids todo lists help them study for tests and send words",2
"The  of Marketing Helping Win Customers and the Boardroom",2
"s keeps recordings of your voice heres how to listen to them AMZN 



",0
"Pick Up the Amazon Echo Dot For Just   ",0
"Heres AWESOME tricks you and your should try with tonight",2
"Amazons Flash Briefings have passed the skill mark leading content providers from to and",2
"Another proofpoint for ",0
"On Friday we asked is a dish that originated in which city 

 of our users answered correctly wi",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"Say ask Weed Buddy for interviews to listen to TIMESMag",2
"We made to Saturday Perfect day for a good laughedUAUBDedUBUedUAUBEedUBUAedUAUBDedUBU
 
",2
"Lets create your  skill to deliver locations details and news to the world of voi",2
"",0
"Lets create your  skill to deliver news to the world of voice Im a S",2
"Want a good laugh Ask one of these funny questions",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"The New Alexa Development Board for Raspberry Pi Compute is here Check it out",2
"skill Grasmere Days free to enable UK store  plan your holiday ht",2
"skill Grasmere Days free to enable UK store  plan your holiday ht",2
"skill Grasmere Days free to enable UK store",2
"     the devil lives within humans tr",1
"Check Out The New Alexa Development Board for Raspberry Pi Compute
",2
"is a grass Pass it on",0
"Assistant over Alexa Google Home speakers outsell Amazons Echo line for the first time last quarter",0
"A CTO Ive met this morning asked for Cloud Volumes provisioning via Amazons",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Gives Convoluted Explanation For Recording Then Forwarding Private Conversation",1
"This is what I built today DaysOfCode ",0
"AMZN  records and shares a womans private conversation with someone in her contacts
",2
"LuminousOne Never let that nosy Biotch into your home

edUAUBDedUBUBUFEFOf Course Smart Devices Wont Tell You
edUAUBDedUBUBUFEFOf Course FacebookedUAUBDedUBUUFEFYouTub",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"A CTO Ive met this morning asked for Cloud Volumes provisioning via Amazons",1
"If you beware



Amazon Echo Recorded And Sent Couples Conversation All Wit",2
"Voice people dont be afraid to hit the cash register

 

",1
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"b is going to completely change your life via ",2
"Time has comeWhen human are getting dumber and appliances becoming more and more smartWelcome",1
"See  for a   ",0
"Oops  recorded couples conversation sent it to random contact MarketWatch",2
"is going to completely change your life",2
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"Youre taking a chance with 

  ",2
"Amazons Alexa recorded private conversation and sent it to random contact",2
"Hell no 

Its just very interesting that the device appears to be set up specifically to secr",1
"Alexa catching an attitude edUAUBDedUBU  edUAUBDedUBU wtf is this",0
"explains how recorded a private conversation and sent it to another user",0
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Alexa Flash Briefings What Marketers Need to Know ",0
"From  Yes is recording mundane details of your life and its creepy as hell",1
"Pick Up the Amazon Echo Dot For Just   ",0
"gets smart  a boost to its presence",2
"Everything you love from  right in your car",2
"Take a look at this project we colaborated with our friends at Home Audio Innovations on You will LOVE it lol",2
"What a Its more likely could synthesize from  Indeed not only is meshing all",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"Yuxie I told you to go dark ",1
"Audio Book Timing Extract B amp C",0
"Yes is recording mundane details of your life and its creepy as hell
 

Im not kicking o",1
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"jeffkagan Kagan Why Google Home and Amazon Alexa can invade your privacy",1
"An for doctors This hopes to reduce the workload of professionals with the help of an powered",2
"Do you all remember how we were all fascinated when all in TNG always called Comuter th",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"theradio Dean is hitting play on his sMixtape  app or on 

Tweet",1
"Yes is mundane details of your life and its creepy as hell",1
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"Does this make you skeptical to own an 

 

",1
"owners go to your Alexa apphit settingsgthistory and have a look You may make this face",0
"Voice commerce brought in billion last year That numbers expected to rise to over billion by Gui",0
"An for doctors This hopes to reduce the workload of professionals with the help of an",2
"Most smart speakers have a physical button to disable the microphone so a private conversation cant be recorded t",0
"Think twice about in the home recorded and shared a couples conversation ",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"Think twice about in the home recorded and shared a couples conversation ",2
"Think twice about in the home recorded and shared a couples conversation ",2
"Im never plugging that device in again she told KIRO I cant trust it",2
"People please dont act surprised if Alexa records your conversations Its s fucking record device",0
"Now says it knows what happened As the woman identified only as Danielle chatted away w her husband t",0
"Pick Up the Amazon Echo Dot For Just   ",0
"Do you have an",0
"Yuxie I told you to go dark ",1
"Is Listening Sent Out Recording of Couples Conversation",0
"Super creepy story 
",1
"If Alexa has builtin cam the video could have been sent too edUAUBDedUBU   ",0
"Buy Echo Spot Stylish echo with a screen Rs   ",2
"Voice commerce brought in billion last year That numbers expected to rise to over billion by Guide How t",2
"Amazon explains how Alexa recorded a private conversation and sent it to another user ",0
"U see There is no reply The same is true for my device It seems like it knows nothing It cant eve",2
"so thinks I have a thing for sharpening pencils in ladies tightslucky I dont have an",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"Voice Privacy Is Something Not To take Lightly

 ",0
"explains how recorded a private conversation and sent it to another user",0
"theradio Dean is hitting play on his sMixtape  app or on 

Tweet",1
"cipher Yes s is recording mundane details of your life and its creepy as hell",1
"Scott Adams Show LIVE a EST Political Talk Radio  FREE Listen Line for mobile users ",2
"Duh what did you think it was going to do
",0
"Dean is hitting play on his sMixtape",1
"ask Weed Buddy for the word of the day",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
" CLICK Photos to See ALL of Todays in the  ",0
"Yes s is recording mundane details of your life and its creepy as hell",1
"Think twice about in the home recorded and shared a couples conversation ",2
"Alexas always listening No parent can match that


",0
"
Happy day
I know  is a big deal to a lot of companies trying to figure out the",2
"If can answer anything lets see if she can gtf out",0
" CLICK LINK Below to See ALL of Todays in the ",0
"When I was setting up my Dads Kindle Fire I asked him if he wanted to turn on Alexa I had to explain what does He said no",1
"The importance of a good edUAUBEedUBUAD

edUAUBDedUBU   ",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy via ",1
"Amazons Alexa Records Private Conversation Sends To Random Contact This is part of the learning curve We dont yet",2
"Or ask Play Community Radio For Derby 

sMixtape Derby",2
"Voice Privacy Is Something Not To take Lightly

 ",0
"Amazon Echo secretly sent familys private audio to some random person

  ",0
"blames creepy incident on unlikely string of events",1
"Now playing Ryan Cristin Trump Kills Korean Summit FBI Revolt Weinstein To Be Arrested amp Alexa Always Listening amp Rec",1
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"look over there",0
"As a side note I think its time and need a male companion",2
"Great to see the  story making headlines across the world including on fa",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Kagan Privacy is only an illusion in a connected home",1
"Amazons Alexa Records Private Conversation Sends To Random Contact This is part of the learning curve We dont yet",2
"Kagan Why Google Home and Amazon Alexa can invade your privacy",1
"deadline is today is changing how people search things acquired and acquired",2
"Duh Its made to listen Had one in every room sends recording to random contact ",2
"Guess you are referring to the recent goofup edUAUBDedUBU",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"CBCSex lies and video The behind Emersons rampage of social media terrorism An agreed",1
"I caught myself talking to the bead bin earlier I dread to think what replies would provide with my inane c",1
"Rafael The Morning After Weekend Edition 

 will continue on 

 via 

",2
"VCommerce Insights on Shopping via Smart Speaker ",2
"The importance of being aware about where is going gt Your Worst Nightmares Are Coming True",1
"may soon offer users the option of a male voice It works just like the current version except when you sa",2
"The Morning After Weekend Edition 

 will continue on 

",2
"Seniors are loving ",2
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"theradio at pm Dean hits play on his sMixtape  app or on 

Tweet 
Em",0
"Think twice about in the home recorded and shared a couples conversation ",2
"Think twice about in the home recorded and shared a couples conversation ",2
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"at pm Dean hits play on his sMixtape",0
"Amazon Echo secretly sent familys private audio to some random person

 ",0
"Apparently can hear everything Im saying
Do you think it heard me say FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",0
"skill about Timing the Novel enable free UK Future fraud in space http",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"skill about Timing the Novel enable free UK Future fraud in space http",2
"Apparently can hear everything Im saying
Do you think it heard me say FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",0
"Oh my husband is not home right now Send to a husband

A couple says that s recorded a private",2
"ask Weed Buddy for the price of potcoin",2
"skill about Timing the Novel enable free UK",2
"Oh my husband is not home right now Send to a husband

A couple says that s recorded a private",2
"If you you really should read this short article from log into your devices settings and review the",0
"When will listening to your become a issue has it and were not aware",0
"Oh my husband is not home right now Send to a husband

A couple says that s recorded a private",2
"And Im still laughing about in a can James that was ",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"
Happy day
I know  is a big deal to a lot of companies trying to figure out the",2
"Voice Privacy Is Something Not To take Lightly

 ",0
"LuxeTiffany Can you imagine recording your conversations and then randomly sending it to a person in you",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Can you imagine recording your conversations and then randomly sending it to a person in your contact list",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"The importance of being aware about where is going gt Your Worst Nightmares Are Coming True",1
"is misbehaving MV put her on the naughty step for a minute all is good now",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Not cool at all Ive been trying to decide about getting one of these devices and I think Ill pass",2
"We learned new revilations this morning that  can access Android phones read TeXt messages so much more

In oth",2
"explains how recorded a private conversation and sent it to another user",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"and are a concern when and are always listening to you",1
"I cant trust it Unbidden  records owner sends chat to friend",2
"Staggering how many companies invest into buzzword features like  integration but at the same tim",1
" the call is coming from inside the house",0
"Although maintains this was a malfunction rather than proof is always listening th",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Havent phones had the capability of listening to us for like years Why is everyone so up in arms about",2
"clarke While the commands couldnt penetrate walls they could control smart devices through open windows from outside a buildin",2
"clarke While the commands couldnt penetrate walls they could control smart devices through open windows from outside a buildin",2
"We learned new revilations this morning that  can access Android phones read TeXt messages so much more",2
"Oh my husband is not home right now Send to a husband

A couple says that s recorded a priv",2
" and the  she was with her",0
"EndTime Bible Study BEWARE OF ALEXA

 ",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers",0
"Ways to Improve Your With by  ",2
"just recorded a private conversation and sent it to a random contact",2
"When is frighten to be called she chooses to call herself",1
"Alexa The Total Privacy Invasion
Here go your bedroom audio recordings
Maybe useful for some data gained from t",2
"Unlikely events send couples private chat to man in Seattle from 

",1
"Me Alexa turn on TV
TV turns on
Alexa TV isnt responding
Me Er ok then
",0
"explains how recorded a private conversation and sent it to another user",0
"Think twice about in the home recorded and shared a couples conversation ",2
"Absolutely if you trust   amp then you should trust edUAUBEedUBU",2
"Darren is taking your Instant Requests",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Voice commerce brought in billion last year That numbers expected to rise to over billion by Gui",0
"Aleka not  smoothly  ",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Smart speaker with Al by Amazon",2
"Using buzz words flippantly is a nemesis of the digital age and compromises real growth ",1
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"Forget I want an extra arm or two",1
" Privatization Debate s Play Talks",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
" Privatization Debate s Play Talks",0
" Privatization Debate s Play Talks",0
"edUAUBDedUBUedUAUBDedUBUedUAUBDedUBUA Church of England offers prayers read by Amazons",2
"that people are so quick to condemn technology when they make a mistake with it",1
" Privatization Debate s Play Talks",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
" Privatization Debate s Play Talks",0
"just recorded a private conversation and sent it to a random contact",2
"no REAL help",2
"explains how recorded a private conversation and sent it to another user",0
"explains how recorded a private conversation and sent it to another user",0
"explains how recorded a private conversation and sent it to another user",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"High street on low profits with closing while rg fails to impress",2
"Apparently can hear everything Im saying
Do you think it heard me say FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",0
"Hi could you please explain why when is asked who owns Scotland it says the UK But if you a",2
"Now if could shut all the windows at am when the birds go batshit crazy I might be tempted",1
"
For them who are concerned about their  and the best is on the way",1
"Conversations in the house already this morning
Michaelasks Alexa if his grandson thats graduating today wi",0
"explains how recorded a private conversation and sent it to another user",0
"explains how recorded a private conversation and sent it to another user",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"Echo registered domains after malfunctioned",0
"Steven Crowder on YT ran a funny and eyeopening bit on this",2
"Your Devices Right Now Youre Being  ",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Check it out I will increase your  to top below for on",2
"Security  How To Stop Hacks On Voice Assistants",1
"Think twice about in the home recorded and shared a couples conversation",2
"Why are ppl still using 

",0
"While the commands couldnt penetrate walls they could control smart devices through open windows from outside a",2
"heard and sent private chat",0
"Open the pod bay doors Hal  

Oregon family finds Amazons Alexa has a mind of her own",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Shhh  might be listening
",0
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"Marantz introduces slim line with voice control ",2
"Best Buy skill lets you make purchases with",2
"Voice navigation of touch tone calling menus on ",0
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"Kapsalon Never trust robot listening devices like and There is always someone listening Robot listening devi",2
"Alexa already told all the neighbors you ordered beeredUAUBDedUBUedUAUBEedUBUedUAUBCedUBDUBAedUAUBDedUBUB bring me a cold one Amazon introduces hour",1
"But have you asked to beat box for you",0
"for the chance to win the new  Dot Kids Edition Everything you love about designed with",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"On todays sMixtape LIVE at pm on  amp 

Those 
A Classic sTV",2
"Voice commerce brought in billion last year That numbers expected to rise to over billion by Gui",0
"On todays sMixtape LIVE at pm on  amp 

Those 
A Classic sTV",2
"On todays sMixtape LIVE at pm on  amp 

Those 
A Classic sTV",2
"On todays sMixtape LIVE at pm on",0
"Check out this Amazon deal Wemo Mini Smart Plug WiFi Enabled Works wi by WeMo",2
"How Do and Actually Know What Youre Saying via",0
"eani  If the translation is accurate Something is wrong with the message Just doesnt add up",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its creepy as",1
"From in the  Yes is recording the mundane details of your life and its cree",1
"Never trust robot listening devices like and There is always someone listening Robot listening",2
"Stephan Cole is cooking up your Lazy",1
"And thats one reason why Ill never have an in my home",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"I dont know if my  records conversations in our home like s but I sure dont like th",2
" 
edUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUB

Amazons recorded a couples private conversation

Then she sent",0
"Amazon did not explain how so many spoken Alexa prompts could have gone unnoticed by the Echo owner in question Second u",1
"BIG NEWS we are working on a consumer device Its a privatebydesign opensource decentralized alternative to",2
"Ive been working so long has asked me twice if Im still listening xD like are you open Of course Im",2
"s voicecontrolled personal assistant recording and sharing private conversations both with hackers and with p",0
"Amazon did not explain how so many spoken Alexa prompts could have gone unnoticed by the Echo owner in question Second u",1
"Voice commerce brought in billion last year That numbers expected to rise to over billion by Gui",0
"Amazon did not explain how so many spoken Alexa prompts could have gone unnoticed by the Echo owner in question Second u",1
"Alexa Google Siri Susi why we need friends and Colleague anymore 

Time is not far that people will",0
"Amazon did not explain how so many spoken Alexa prompts could have gone unnoticed by the Echo owner in question S",1
"Tips To Optimize Your Websites For Voice Search",0
"Yes is recording mundane details of your life and its creepy as hell",1
"LITTLE KNOWN FACT You can playback Alexa audio recordings of your voice commands using the app If it thoug",0
"This is why Alexa is not allowed to enter my apartment edUAUBDedUBU via",0
"UB SExpress Theme from SExpress Mix on UAUBUC edUAUBCedUBEUBCedUAUBDedUBUBBedUAUBCedUBEUedUAUBDedUBUBF s ",0
"Ha ha ha Wink emoji  strikes again Follow this mfk as hes the number on your speed dial you want to have",0
"Alexas recording snafu was improbable but inevitable ",1
"Ha ha ha Wink emoji  strikes again Follow this mfk as hes the number on your speed dial you want",0
"How to Set Up Drop In",0
"  
GMYLE WiFi Smart Plug Mini with Outlet Wall Mount H",2
"Ways to Improve Your With by  ",2
"CarlyleFan RT leejbuckley Our goodbyes   ",0
